MAJOR NFEV NGEV OBJFUN GNORM CNORM FEAS OPT STEP
0 0 0 1.7971809349514353e-01 2.8347967287882254e-02 5.9500197259890140e-09 1.0000067440785188e-10 0 1.0000000000000000e+00
1 0 0 1.7904503486274861e-01 2.7225978231845808e-02 5.9498989917842730e-09 1.0000111849706173e-10 0 1.0000000000000000e+00
2 0 0 1.7841483762437801e-01 2.6918644153181896e-02 5.9500778894407379e-09 1.0000156258627158e-10 0 1.0000000000000000e+00
3 0 0 1.7780078329454077e-01 2.6710840189322911e-02 5.9497786024049913e-09 9.9997343738778000e-11 0 1.0000000000000000e+00
4 0 0 1.7719940549457752e-01 2.6524319359744312e-02 5.9500698802436582e-09 1.0000245076469128e-10 0 1.0000000000000000e+00
5 0 0 1.7660969117278197e-01 2.6346489021950824e-02 5.9499264762641078e-09 9.9999786229432175e-11 0 1.0000000000000000e+00
6 0 0 1.7603117604336138e-01 2.6173670912954597e-02 5.9500892939790498e-09 9.9998009872592775e-11 0 1.0000000000000000e+00
7 0 0 1.7546350965285726e-01 2.6004546977677814e-02 5.9500110032597307e-09 9.9998898051012475e-11 0 1.0000000000000000e+00
8 0 0 1.7490642151628480e-01 2.5838355766637570e-02 5.9499650023471059e-09 1.0000023031864202e-10 0 1.0000000000000000e+00
9 0 0 1.7435966903108407e-01 2.5674689890671221e-02 5.9500308902936595e-09 9.9998898051012475e-11 0 1.0000000000000000e+00
10 0 0 1.7382303392652176e-01 2.5513255908241439e-02 5.9498951954554433e-09 9.9999342140222325e-11 0 1.0000000000000000e+00
11 0 0 1.7329631277680074e-01 2.5353897126215243e-02 5.9500311442860062e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
12 0 0 1.7277931203649044e-01 2.5196473397233316e-02 5.9501354097595323e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
13 0 0 1.7227184675786417e-01 2.5040896387658485e-02 5.9500391824499046e-09 1.0000200667548143e-10 0 1.0000000000000000e+00
14 0 0 1.7177373766472837e-01 2.4887076740137744e-02 5.9500964988835945e-09 1.0000245076469128e-10 0 1.0000000000000000e+00
15 0 0 1.7128481216451075e-01 2.4734965282834576e-02 5.9500430486406288e-09 9.9999564184827250e-11 0 1.0000000000000000e+00
16 0 0 1.7080490241707791e-01 2.4584514205997377e-02 5.9499961298628769e-09 1.0000200667548143e-10 0 1.0000000000000000e+00
17 0 0 1.7033384443528699e-01 2.4435672408962859e-02 5.9498718280453047e-09 9.9998898051012475e-11 0 1.0000000000000000e+00
18 0 0 1.6987147878125308e-01 2.4288401188361279e-02 5.9499300080979480e-09 1.0000089645245680e-10 0 1.0000000000000000e+00
19 0 0 1.6941764935027798e-01 2.4142655436074852e-02 5.9499574321920281e-09 9.9998009872592775e-11 0 1.0000000000000000e+00
20 0 0 1.6897220478923664e-01 2.3998421471934196e-02 5.9500044218558167e-09 1.0000067440785188e-10 0 1.0000000000000000e+00
21 0 0 1.6853499613618939e-01 2.3855661291893097e-02 5.9499259396784865e-09 1.0000067440785188e-10 0 1.0000000000000000e+00
22 0 0 1.6810587794652995e-01 2.3714342890270461e-02 5.9499379562957746e-09 9.9999342140222325e-11 0 1.0000000000000000e+00
23 0 0 1.6768470769900667e-01 2.3574429279546134e-02 5.9498911958541215e-09 9.9998898051012475e-11 0 1.0000000000000000e+00
24 0 0 1.6727134678263228e-01 2.3435902257256020e-02 5.9498794600946946e-09 9.9998453961802625e-11 0 1.0000000000000000e+00
25 0 0 1.6686565927653818e-01 2.3298736432566150e-02 5.9501478908859697e-09 1.0000067440785188e-10 0 1.0000000000000000e+00
26 0 0 1.6646751195203102e-01 2.3162904861765515e-02 5.9501361943408198e-09 9.9999786229432175e-11 0 1.0000000000000000e+00
27 0 0 1.6607677457357550e-01 2.3028382961536149e-02 5.9499962607773089e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
