MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     1.005725E+01     1.125032E+01     1.174371E-01     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     3.285391E+01     1.125032E+01     1.156404E+00     5.325146E+00     1.228727E+00     1.000000E+00 
    2     4     2     7.529123E+00     7.700030E+00     1.377085E+00     8.245166E+00     2.202767E+00     1.000000E+00 
    3    15     3     7.039771E+00     7.699691E+00     1.346120E+00     8.360262E+00     1.745091E+00     1.000000E+00 
    4    26     4     5.457242E+00     7.699236E+00     1.174413E+00     6.821282E+00     1.526244E+00     1.000000E+00 
    5    37     5     6.398043E+00     7.698786E+00     1.442856E+00     8.507398E+00     1.537931E+00     1.000000E+00 
    6    48     6     6.105676E+00     7.698274E+00     1.444321E+00     8.831482E+00     1.451323E+00     1.000000E+00 
    7    57     7     5.392252E+00     7.693269E+00     1.162459E+00     7.001589E+00     1.378749E+00     1.000000E+00 
    8    68     8     6.013619E+00     7.692972E+00     1.351668E+00     7.956815E+00     1.514025E+00     1.000000E+00 
    9    72     9     6.736970E+00     7.558850E+00     1.678855E+00     9.429188E+00     1.630005E+00     1.000000E+00 
   10    79    10     5.663348E+00     7.546782E+00     1.237705E+00     7.613823E+00     1.548366E+00     1.000000E+00 
   11    90    11     5.459865E+00     7.546710E+00     1.265078E+00     7.305312E+00     1.669333E+00     1.000000E+00 
   12    98    12     6.289720E+00     7.540276E+00     1.479337E+00     9.029069E+00     1.695272E+00     1.000000E+00 
   13   109    13     5.787250E+00     7.539991E+00     1.258574E+00     7.592242E+00     1.622496E+00     1.000000E+00 
   14   120    14     5.663801E+00     7.539842E+00     1.309716E+00     7.298615E+00     1.622333E+00     1.000000E+00 
   15   131    15     6.275076E+00     7.538753E+00     1.479117E+00     8.754172E+00     1.632981E+00     1.000000E+00 
   16   142    16     5.691269E+00     7.538547E+00     1.346491E+00     7.669905E+00     1.643354E+00     1.000000E+00 
   17   153    17     5.416536E+00     7.538129E+00     1.251942E+00     7.218376E+00     1.622318E+00     1.000000E+00 
   18   164    18     6.858800E+00     7.537939E+00     1.532413E+00     8.887631E+00     1.616794E+00     1.000000E+00 
   19   175    19     5.187615E+00     7.537155E+00     1.245090E+00     7.405250E+00     1.695541E+00     1.000000E+00 
   20   186    20     5.103897E+00     7.536873E+00     1.231902E+00     7.327986E+00     1.667166E+00     1.000000E+00 
   21   197    21     7.113341E+00     7.536796E+00     1.556153E+00     8.935267E+00     1.652648E+00     1.000000E+00 
   22   208    22     5.569885E+00     7.535907E+00     1.294043E+00     7.707799E+00     1.671857E+00     1.000000E+00 
   23   219    23     5.685124E+00     7.535340E+00     1.297343E+00     7.624082E+00     1.663082E+00     1.000000E+00 
   24   230    24     6.208854E+00     7.535181E+00     1.442649E+00     8.572489E+00     1.625599E+00     1.000000E+00 
   25   241    25     5.439016E+00     7.534843E+00     1.297256E+00     7.278544E+00     1.688725E+00     1.000000E+00 
   26   252    26     6.628147E+00     7.534101E+00     1.450851E+00     8.317546E+00     1.682880E+00     1.000000E+00 
   27   263    27     5.394565E+00     7.533985E+00     1.253806E+00     7.462667E+00     1.636321E+00     1.000000E+00 
   28   274    28     6.470159E+00     7.533673E+00     1.372126E+00     7.785698E+00     1.628653E+00     1.000000E+00 
