MAJOR NFEV NGEV OBJFUN GNORM CNORM FEAS OPT STEP
0 0 0 3.5559187360878738e+01 1.7081239818401901e+01 4.2556441006392585e-09 1.0000067440785188e-10 0 1.0000000000000000e+00
1 0 0 2.1784152875792586e+01 1.0196773282923496e+01 4.2647594928679246e-09 1.0000178463087650e-10 0 1.0000000000000000e+00
2 0 0 1.6715343269898632e+01 8.2663239314125345e+00 4.2550734238455592e-09 9.9999120095617400e-11 0 1.0000000000000000e+00
3 0 0 1.4310498378807317e+01 7.3840529954719853e+00 4.2572605022721518e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
4 0 0 1.3040678810215718e+01 6.9215130726879135e+00 4.2553088796001891e-09 1.0000000827403710e-10 0 1.0000000000000000e+00
5 0 0 1.2352085534360292e+01 6.6710435143048210e+00 4.2556524298299943e-09 9.9999120095617400e-11 0 1.0000000000000000e+00
6 0 0 1.2000933520311790e+01 6.5420471764483841e+00 4.2555284600673278e-09 1.0000134054166665e-10 0 1.0000000000000000e+00
7 0 0 1.1863992644306599e+01 6.4888329522264030e+00 4.2551650743624257e-09 9.9999120095617400e-11 0 1.0000000000000000e+00
8 0 0 1.3198378280034975e+00 6.4860310642414696e+00 4.2557389191894558e-09 1.0000023031864202e-10 0 5.0000000000000000e-01
9 0 0 1.2510392546919236e+00 3.0247461456107699e-01 4.2552601669157617e-09 9.9998676006407550e-11 0 1.0000000000000000e+00
10 0 0 1.1972085858830175e+00 2.6617977700080714e-01 4.2553868111609246e-09 1.0000089645245680e-10 0 1.0000000000000000e+00
11 0 0 1.1540978352095861e+00 2.3772555541386353e-01 4.2552658392389794e-09 1.0000000827403710e-10 0 1.0000000000000000e+00
12 0 0 1.1189484758006700e+00 2.1501439627590482e-01 4.2553786927956753e-09 9.9999120095617400e-11 0 1.0000000000000000e+00
13 0 0 1.0898117832923093e+00 1.9663225040827531e-01 4.2552685468505837e-09 1.0000000827403710e-10 0 1.0000000000000000e+00
14 0 0 1.0653567079601354e+00 1.8160460035164547e-01 4.2553027192914943e-09 9.9998231917197700e-11 0 1.0000000000000000e+00
15 0 0 1.0445695935047747e+00 1.6922629261279351e-01 4.2552773276925608e-09 9.9999342140222325e-11 0 1.0000000000000000e+00
16 0 0 1.0267418208746832e+00 1.5898538557237629e-01 4.2553689673087825e-09 1.0000089645245680e-10 0 1.0000000000000000e+00
17 0 0 1.0112945941945988e+00 1.5049123905926001e-01 4.2552970161007384e-09 1.0000111849706173e-10 0 1.0000000000000000e+00
18 0 0 9.9782335126459076e-01 1.4344876464641590e-01 4.2553105664535757e-09 1.0000089645245680e-10 0 1.0000000000000000e+00
19 0 0 9.8597204169351815e-01 1.3762284773069597e-01 4.2552655245320198e-09 9.9999564184827250e-11 0 1.0000000000000000e+00
20 0 0 9.7549804813346686e-01 1.3283003809522842e-01 4.2552962232717116e-09 1.0000023031864202e-10 0 1.0000000000000000e+00
21 0 0 9.6616814289245490e-01 1.2891884413010923e-01 4.2553140368194277e-09 1.0000156258627158e-10 0 1.0000000000000000e+00
22 0 0 9.5783217056404923e-01 1.2576801532858714e-01 4.2552914632742042e-09 1.0000000827403710e-10 0 1.0000000000000000e+00
23 0 0 9.5032864387979310e-01 1.2327449824077689e-01 4.2552392365292149e-09 9.9997343738778000e-11 0 1.0000000000000000e+00
24 0 0 9.4356334636251860e-01 1.2135440382602344e-01 4.2553005831195720e-09 9.9999564184827250e-11 0 1.0000000000000000e+00
25 0 0 9.3741862934884268e-01 1.1993480002338362e-01 4.2552772032783738e-09 9.9999786229432175e-11 0 1.0000000000000000e+00
26 0 0 9.3183584544263165e-01 1.1895589954780891e-01 4.2552932030020947e-09 9.9998676006407550e-11 0 1.0000000000000000e+00
27 0 0 9.2672508451687763e-01 1.1836473707869781e-01 4.2553033521163960e-09 1.0000111849706173e-10 0 1.0000000000000000e+00
28 0 0 9.2205133424194363e-01 1.1811803671901840e-01 4.2552853331721990e-09 9.9999120095617400e-11 0 1.0000000000000000e+00
29 0 0 9.1774269364728522e-01 1.1817674495618212e-01 4.2552394904780875e-09 9.9999564184827250e-11 0 1.0000000000000000e+00
30 0 0 9.1378049973845066e-01 1.1850939055982582e-01 4.2552803960043396e-09 1.0000023031864202e-10 0 1.0000000000000000e+00
31 0 0 9.1010474479066805e-01 1.1908693644958017e-01 4.2552863181850969e-09 9.9999564184827250e-11 0 1.0000000000000000e+00
32 0 0 9.0670851088972837e-01 1.1988656796031079e-01 4.2552776387766487e-09 9.9999120095617400e-11 0 1.0000000000000000e+00
33 0 0 9.0353970560699071e-01 1.2088659388097693e-01 4.2552526399277627e-09 9.9999120095617400e-11 0 1.0000000000000000e+00
34 0 0 9.0060016118737929e-01 1.2207062966956940e-01 4.2552522475022777e-09 1.0000200667548143e-10 0 1.0000000000000000e+00
35 0 0 8.9784303416049838e-01 1.2342242126360983e-01 4.2552681196152053e-09 1.0000000827403710e-10 0 1.0000000000000000e+00
36 0 0 8.9527691175011115e-01 1.2493038865645079e-01 4.2552732057449407e-09 9.9998231917197700e-11 0 1.0000000000000000e+00
37 0 0 8.9285836327135515e-01 1.2658232145205398e-01 4.2552353755170640e-09 1.0000089645245680e-10 0 1.0000000000000000e+00
38 0 0 8.9060137590986233e-01 1.2837024096284910e-01 4.2552302746467708e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
39 0 0 8.8846463540863141e-01 1.3028495518128858e-01 4.2552801039602842e-09 1.0000089645245680e-10 0 1.0000000000000000e+00
40 0 0 8.8646659501325786e-01 1.3232119317255020e-01 4.2552227889470429e-09 9.9999120095617400e-11 0 1.0000000000000000e+00
41 0 0 8.8456711986209435e-01 1.3447202622528578e-01 4.2552213799385335e-09 9.9998898051012475e-11 0 1.0000000000000000e+00
42 0 0 8.8278847919344516e-01 1.3673422831983481e-01 4.2552395102217952e-09 1.0000000827403710e-10 0 1.0000000000000000e+00
43 0 0 8.8109102459585631e-01 1.3910257880376908e-01 4.2552487786136396e-09 1.0000000827403710e-10 0 1.0000000000000000e+00
44 0 0 8.7950038684672982e-01 1.4157540605460731e-01 4.2552172351647900e-09 1.0000000827403710e-10 0 1.0000000000000000e+00
45 0 0 8.7797687978361916e-01 1.4414878996461650e-01 4.2552309306753708e-09 9.9999786229432175e-11 0 1.0000000000000000e+00
46 0 0 8.7654917891290318e-01 1.4682225108433172e-01 4.2552335675439274e-09 1.0000134054166665e-10 0 1.0000000000000000e+00
47 0 0 8.7517715454826961e-01 1.4959287114775197e-01 4.2551768757062373e-09 1.0000000827403710e-10 0 1.0000000000000000e+00
48 0 0 8.7389230890391301e-01 1.5246109578653017e-01 4.2552191361568366e-09 9.9998231917197700e-11 0 1.0000000000000000e+00
49 0 0 8.7265374717688382e-01 1.5542478976664756e-01 4.2551941466646702e-09 1.0000134054166665e-10 0 1.0000000000000000e+00
50 0 0 8.7149565255139150e-01 1.5848512704782372e-01 4.2552564221006229e-09 1.0000111849706173e-10 0 1.0000000000000000e+00
51 0 0 8.7037610397840670e-01 1.6164059518180915e-01 4.2551953990856372e-09 9.9999120095617400e-11 0 1.0000000000000000e+00
52 0 0 8.6933187379081445e-01 1.6489295165723236e-01 4.2552048420055011e-09 9.9999564184827250e-11 0 1.0000000000000000e+00
53 0 0 8.6831979734460996e-01 1.6824118950713679e-01 4.2551454571699064e-09 1.0000023031864202e-10 0 1.0000000000000000e+00
54 0 0 8.6737918531262304e-01 1.7168754336203323e-01 4.2552002881193844e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
55 0 0 8.6646544398390990e-01 1.7523142599248720e-01 4.2551979417832867e-09 9.9999564184827250e-11 0 1.0000000000000000e+00
56 0 0 8.6562040340048463e-01 1.7887547126686132e-01 4.2551844027342082e-09 9.9999786229432175e-11 0 1.0000000000000000e+00
57 0 0 8.6479787858475321e-01 1.8261944924575835e-01 4.2551557280922206e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
58 0 0 8.6404222522629004e-01 1.8646633635209928e-01 4.2551515725842585e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
59 0 0 8.6330552185940346e-01 1.9041621479281468e-01 4.2551440305773595e-09 9.9999564184827250e-11 0 1.0000000000000000e+00
60 0 0 8.6263467657940285e-01 1.9447236277516619e-01 4.2551513398926496e-09 1.0000178463087650e-10 0 1.0000000000000000e+00
61 0 0 8.6197989853632750e-01 1.9863514246745886e-01 4.2551098023439984e-09 9.9998676006407550e-11 0 1.0000000000000000e+00
62 0 0 8.6139069199817442e-01 2.0290810512299623e-01 4.2551596586353325e-09 9.9999786229432175e-11 0 1.0000000000000000e+00
63 0 0 8.6081527268764346e-01 2.0729187049180867e-01 4.2551057826475595e-09 9.9998676006407550e-11 0 1.0000000000000000e+00
64 0 0 8.6030579928913087e-01 2.1179024332503504e-01 4.2551395990731538e-09 1.0000000827403710e-10 0 1.0000000000000000e+00
65 0 0 8.5980837629659734e-01 2.1640408608812325e-01 4.2551257822572615e-09 9.9999786229432175e-11 0 1.0000000000000000e+00
66 0 0 8.5937788768751977e-01 2.2113744458766005e-01 4.2551278113158044e-09 1.0000245076469128e-10 0 1.0000000000000000e+00
67 0 0 8.5895821319155652e-01 2.2599141498338479e-01 4.2551128011131314e-09 1.0000089645245680e-10 0 1.0000000000000000e+00
68 0 0 8.5860704425653966e-01 2.3097027726986188e-01 4.2550883018095816e-09 9.9998676006407550e-11 0 1.0000000000000000e+00
69 0 0 8.5826592507793031e-01 2.3607535691015177e-01 4.2551053652840407e-09 1.0000222872008635e-10 0 1.0000000000000000e+00
70 0 0 8.5799544710470754e-01 2.4131116566905569e-01 4.2550928551310093e-09 9.9998898051012475e-11 0 1.0000000000000000e+00
71 0 0 8.5773470985508171e-01 2.4667925766781834e-01 4.2550059050756796e-09 9.9998231917197700e-11 0 1.0000000000000000e+00
72 0 0 8.5754730701129045e-01 2.5218437764721158e-01 4.2550771763181562e-09 9.9999786229432175e-11 0 1.0000000000000000e+00
73 0 0 8.5736978503819516e-01 2.5782831084586372e-01 4.2550314368496762e-09 9.9995567381938599e-11 0 1.0000000000000000e+00
74 0 0 8.5726885136203079e-01 2.6361603920513732e-01 4.2550512886966569e-09 9.9999564184827250e-11 0 1.0000000000000000e+00
75 0 0 8.5717839114484051e-01 2.6954958418272995e-01 4.2550341689657476e-09 9.9998898051012475e-11 0 1.0000000000000000e+00
76 0 0 8.5716834610571557e-01 2.7563417172509103e-01 4.2550276963786980e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
77 0 0 8.3742365295355314e-01 2.8187206692544819e-01 4.2549836362357242e-09 1.0000000827403710e-10 0 5.0000000000000000e-01
78 0 0 8.3654458385190411e-01 4.0625370509193896e-02 4.2553425245967018e-09 1.0000023031864202e-10 0 1.0000000000000000e+00
79 0 0 8.3566956864179387e-01 4.0765148250528398e-02 4.2550268681261264e-09 9.9998676006407550e-11 0 1.0000000000000000e+00
80 0 0 8.3479888695874582e-01 4.0912365117800858e-02 4.2550035539607726e-09 1.0000000827403710e-10 0 1.0000000000000000e+00
81 0 0 8.3393114978420624e-01 4.1066561040107280e-02 4.2550269844996819e-09 9.9999342140222325e-11 0 1.0000000000000000e+00
82 0 0 8.3306672479381283e-01 4.1227526216254834e-02 4.2550261809601601e-09 1.0000023031864202e-10 0 1.0000000000000000e+00
83 0 0 8.3220423295124346e-01 4.1394834468568800e-02 4.2549741675612478e-09 1.0000067440785188e-10 0 1.0000000000000000e+00
84 0 0 8.3134412610436415e-01 4.1568318429641336e-02 4.2550011954816627e-09 1.0000067440785188e-10 0 1.0000000000000000e+00
85 0 0 8.3048502803210389e-01 4.1747580448975828e-02 4.2549413110824213e-09 9.9999120095617400e-11 0 1.0000000000000000e+00
86 0 0 8.2962747112538682e-01 4.1932491230976011e-02 4.2550098474056445e-09 1.0000178463087650e-10 0 1.0000000000000000e+00
87 0 0 8.2877007551130433e-01 4.2122677080337803e-02 4.2549910540629535e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
88 0 0 8.2791345126184612e-01 4.2318043160919409e-02 4.2550014102495118e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
89 0 0 8.2705620903706145e-01 4.2518235813748903e-02 4.2549746658880982e-09 1.0000045236324695e-10 0 1.0000000000000000e+00
