MAJOR NFEV NGEV OBJFUN GNORM CNORM FEAS OPT STEP
0 0 0 2.8957449934765161e-01 1.2568641600750211e-01 9.1954765487300034e-03 9.1954765487296530e-03 0 1.0000000000000000e+00
1 0 0 2.8570092773347788e-01 1.5922989833396770e-01 9.1954765487302133e-03 9.1954765487298751e-03 0 5.0000000000000000e-01
2 0 0 2.8473224034633515e-01 9.0181156910555588e-02 9.1954765487288950e-03 9.1954765487285428e-03 0 5.0000000000000000e-01
3 0 0 2.8462635041033191e-01 7.2595618708658022e-02 9.1954765487288950e-03 9.1954765487285428e-03 0 1.0000000000000000e+00
4 0 0 2.8353753106881263e-01 1.0383108746535241e-01 9.1954765487286660e-03 9.1954765487283208e-03 0 5.0000000000000000e-01
5 0 0 2.8285019389116584e-01 8.1233347708835821e-02 9.1954765487286712e-03 9.1954765487283208e-03 0 5.0000000000000000e-01
6 0 0 2.8281543188574465e-01 7.0524278393757647e-02 9.1954765487297831e-03 9.1954765487294310e-03 0 1.0000000000000000e+00
7 0 0 2.8185389865410759e-01 1.0161807144910401e-01 9.1954765487311033e-03 9.1954765487307633e-03 0 5.0000000000000000e-01
8 0 0 2.8121021943727542e-01 8.1586483104441845e-02 9.1954765487293373e-03 9.1954765487289869e-03 0 5.0000000000000000e-01
9 0 0 2.8071002345855822e-01 7.0500666834563561e-02 9.1954765487302272e-03 9.1954765487298751e-03 0 5.0000000000000000e-01
10 0 0 2.8038736629376138e-01 6.4897426506773964e-02 9.1954765487280050e-03 9.1954765487276546e-03 0 1.0000000000000000e+00
11 0 0 2.7974482413234003e-01 8.3801513649507345e-02 9.1954765487297727e-03 9.1954765487294310e-03 0 5.0000000000000000e-01
12 0 0 2.7926206153437155e-01 7.1579637993808454e-02 9.1954765487288950e-03 9.1954765487285428e-03 0 5.0000000000000000e-01
13 0 0 2.7910283396206204e-01 6.4849215089848464e-02 9.1954765487297831e-03 9.1954765487294310e-03 0 1.0000000000000000e+00
14 0 0 2.7843864725255218e-01 8.7528670361261177e-02 9.1954765487284439e-03 9.1954765487280987e-03 0 5.0000000000000000e-01
15 0 0 2.7796434973912454e-01 7.3064270318378324e-02 9.1954765487300034e-03 9.1954765487296530e-03 0 5.0000000000000000e-01
16 0 0 2.7758184572734868e-01 6.5281922980899632e-02 9.1954765487288950e-03 9.1954765487285428e-03 0 5.0000000000000000e-01
17 0 0 2.7728629115180725e-01 6.1054341676786757e-02 9.1954765487284509e-03 9.1954765487280987e-03 0 1.0000000000000000e+00
18 0 0 2.7680952392793717e-01 7.5382457436118461e-02 9.1954765487286660e-03 9.1954765487283208e-03 0 5.0000000000000000e-01
19 0 0 2.7644442674320341e-01 6.5892538887285301e-02 9.1954765487306713e-03 9.1954765487303192e-03 0 5.0000000000000000e-01
20 0 0 2.7628176286076245e-01 6.0948563277754809e-02 9.1954765487288950e-03 9.1954765487285428e-03 0 1.0000000000000000e+00
21 0 0 2.7579438693661285e-01 7.8147779725011815e-02 9.1954765487293304e-03 9.1954765487289869e-03 0 5.0000000000000000e-01
22 0 0 2.7543938919797506e-01 6.7073508111460581e-02 9.1954765487297831e-03 9.1954765487294310e-03 0 5.0000000000000000e-01
23 0 0 2.7542581877044425e-01 6.0934413362583824e-02 9.1954765487288950e-03 9.1954765487285428e-03 0 1.0000000000000000e+00
24 0 0 2.7491265343626914e-01 8.1895386797436229e-02 9.1954765487297797e-03 9.1954765487294310e-03 0 5.0000000000000000e-01
25 0 0 2.7456325175575702e-01 6.8546102205585255e-02 9.1954765487304493e-03 9.1954765487300971e-03 0 5.0000000000000000e-01
26 0 0 2.7429276739384717e-01 6.1318293096749486e-02 9.1954765487297831e-03 9.1954765487294310e-03 0 5.0000000000000000e-01
27 0 0 2.7416345330962388e-01 5.7379159512686531e-02 9.1954765487306713e-03 9.1954765487303192e-03 0 1.0000000000000000e+00
28 0 0 2.7380950898110284e-01 7.0756672792060521e-02 9.1954765487291135e-03 9.1954765487287649e-03 0 5.0000000000000000e-01
29 0 0 2.7355330570060732e-01 6.1884247403971956e-02 9.1954765487291170e-03 9.1954765487287649e-03 0 5.0000000000000000e-01
30 0 0 2.7354111154272931e-01 5.7233696399492572e-02 9.1954765487297831e-03 9.1954765487294310e-03 0 1.0000000000000000e+00
31 0 0 2.7317602495591659e-01 7.3419152301977222e-02 9.1954765487288880e-03 9.1954765487285428e-03 0 5.0000000000000000e-01
32 0 0 2.7292707285436046e-01 6.2990572147171478e-02 9.1954765487297831e-03 9.1954765487294310e-03 0 5.0000000000000000e-01
33 0 0 2.7273757438024560e-01 5.7195017362311550e-02 9.1954765487297831e-03 9.1954765487294310e-03 0 5.0000000000000000e-01
34 0 0 2.7265659194698022e-01 5.4214624992156575e-02 9.1954765487280050e-03 9.1954765487276546e-03 0 1.0000000000000000e+00
35 0 0 2.7241094604666066e-01 6.4407229114052486e-02 9.1954765487284457e-03 9.1954765487280987e-03 0 5.0000000000000000e-01
36 0 0 2.7223496004534220e-01 5.7540575886051444e-02 9.1954765487288950e-03 9.1954765487285428e-03 0 5.0000000000000000e-01
37 0 0 2.7209606272051912e-01 5.3787468489719818e-02 9.1954765487308934e-03 9.1954765487305412e-03 0 5.0000000000000000e-01
38 0 0 2.7199865041484272e-01 5.1861528806654164e-02 9.1954765487284509e-03 9.1954765487280987e-03 0 1.0000000000000000e+00
39 0 0 2.7183366911757567e-01 5.8087895238628208e-02 9.1954765487297797e-03 9.1954765487294310e-03 0 5.0000000000000000e-01
40 0 0 2.7171130912810659e-01 5.3629032915870775e-02 9.1954765487300034e-03 9.1954765487296530e-03 0 5.0000000000000000e-01
41 0 0 2.7168817487209268e-01 5.1192975474246005e-02 9.1954765487288950e-03 9.1954765487285428e-03 0 1.0000000000000000e+00
42 0 0 2.7152753327343127e-01 5.9163750836634027e-02 9.1954765487284509e-03 9.1954765487280987e-03 0 5.0000000000000000e-01
43 0 0 2.7141997187664813e-01 5.3595109727490764e-02 9.1954765487297831e-03 9.1954765487294310e-03 0 5.0000000000000000e-01
44 0 0 2.7133919547028412e-01 5.0711448639755914e-02 9.1954765487295611e-03 9.1954765487292089e-03 0 5.0000000000000000e-01
45 0 0 2.7131360320139897e-01 4.9107031417507191e-02 9.1954765487288950e-03 9.1954765487285428e-03 0 1.0000000000000000e+00
46 0 0 2.7121604574916758e-01 5.3939616124059474e-02 9.1954765487286712e-03 9.1954765487283208e-03 0 5.0000000000000000e-01
47 0 0 2.7115161517391517e-01 5.0303072999498752e-02 9.1954765487297831e-03 9.1954765487294310e-03 0 5.0000000000000000e-01
48 0 0 2.7110460933406672e-01 4.8424037455071768e-02 9.1954765487280050e-03 9.1954765487276546e-03 0 5.0000000000000000e-01
49 0 0 2.7109603735457477e-01 4.7338033781469155e-02 9.1954765487291170e-03 9.1954765487287649e-03 0 1.0000000000000000e+00
50 0 0 2.7104435713375585e-01 5.0161196216615474e-02 9.1954765487300034e-03 9.1954765487296530e-03 0 5.0000000000000000e-01
51 0 0 2.7101395664020128e-01 4.7782834606649519e-02 9.1954765487302272e-03 9.1954765487298751e-03 0 5.0000000000000000e-01
52 0 0 2.7099537830443160e-01 4.6533279740695259e-02 9.1954765487293373e-03 9.1954765487289869e-03 0 5.0000000000000000e-01
53 0 0 2.7098511389947566e-01 4.5768432949252175e-02 9.1954765487302272e-03 9.1954765487298751e-03 0 5.0000000000000000e-01
54 0 0 2.7098079072917591e-01 4.5291539491489660e-02 9.1954765487288950e-03 9.1954765487285428e-03 0 5.0000000000000000e-01
55 0 0 2.7097976642318022e-01 4.4917160489922899e-02 9.1954765487300034e-03 9.1954765487296530e-03 0 2.5000000000000000e-01
56 0 0 2.7097976642317789e-01 4.4694920369663160e-02 9.1954765487291170e-03 9.1954765487287649e-03 0 3.7252902984619141e-09
57 0 0 2.7097976642317773e-01 4.4694920367732809e-02 9.1954765487293373e-03 9.1954765487289869e-03 0 1.4551915228366852e-11
58 0 0 2.7097976642317689e-01 4.4694920367725266e-02 9.1954765487284509e-03 9.1954765487280987e-03 0 7.2759576141834259e-12
59 0 0 2.7097976642317689e-01 4.4694920367721568e-02 9.1954765487293373e-03 9.1954765487289869e-03 0 9.0949470177292824e-13
60 0 0 2.7097976642317689e-01 4.4694920367721568e-02 9.1954765487293373e-03 9.1954765487289869e-03 0 9.0949470177292824e-13
61 0 0 2.7097976642317689e-01 4.4694920367721568e-02 9.1954765487293373e-03 9.1954765487289869e-03 0 9.0949470177292824e-13
62 0 0 2.7097976642317689e-01 4.4694920367721568e-02 9.1954765487293373e-03 9.1954765487289869e-03 0 9.0949470177292824e-13
